N,P,K,temperature,humidity,ph,rainfall,crop,location,season,yield
13,139,201,23.55,92.5,6.35,101.48,apple,Western Dry Zone,Zaid,4.52
30,129,193,21.52,90.69,6.23,125.61,apple,Southern Hills,Rabi,4.58
20,116,208,23.16,90.33,6.4,121.95,apple,Northeast Plain,Zaid,3.48
19,118,200,21.83,89.2,6.02,118.11,apple,Coastal Delta,Rabi,3.87
29,137,199,24.16,95.81,6.58,114.52,apple,Northeast Plain,Rabi,3.36
18,136,193,21.34,92.42,6.19,116.0,apple,Coastal Delta,Whole Year,3.92
13,138,203,24.02,89.29,5.72,104.99,apple,Western Dry Zone,Rabi,4.53
6,125,202,21.88,89.21,5.33,101.18,apple,Central Plateau,Rabi,3.16
35,125,204,22.71,91.82,5.81,111.96,apple,Southern Hills,Rabi,3.05
22,127,197,22.34,93.24,5.52,128.3,apple,Western Dry Zone,Kharif,3.91
25,13,8,18.99,94.88,7.98,124.52,orange,Northeast Plain,Rabi,3.67
11,11,12,23.72,89.04,7.18,109.3,orange,Western Dry Zone,Kharif,4.6
18,19,18,11.72,91.83,6.41,119.76,orange,Coastal Delta,Kharif,4.39
20,20,7,29.66,96.91,7.32,114.4,orange,Coastal Delta,Kharif,3.88
30,22,17,15.79,90.14,7.59,106.61,orange,Central Plateau,Whole Year,4.52
25,3,9,32.12,92.86,6.56,108.78,orange,Northeast Plain,Rabi,3.8
36,15,11,11.85,93.99,7.49,114.16,orange,Central Plateau,Kharif,3.42
22,8,14,33.46,89.13,5.94,119.89,orange,Central Plateau,Kharif,3.45
28,11,6,26.17,95.06,6.12,117.45,orange,Western Dry Zone,Rabi,4.85
34,2,13,23.57,90.65,6.77,111.04,orange,Northeast Plain,Kharif,3.61
10,4,8,28.12,92.66,6.45,99.85,orange,Southern Hills,Whole Year,4.55
16,19,13,32.42,95.0,6.99,120.58,orange,Coastal Delta,Whole Year,4.23
31,23,9,18.16,92.68,6.36,114.69,orange,Central Plateau,Whole Year,4.74
13,8,19,13.29,89.68,6.25,114.96,orange,Northeast Plain,Zaid,4.51
18,7,6,23.17,95.46,6.13,111.67,orange,Southern Hills,Rabi,4.49
27,3,2,28.02,92.06,7.0,114.04,orange,Coastal Delta,Zaid,3.98
27,8,14,15.32,91.74,7.11,112.97,orange,Northeast Plain,Rabi,4.65
32,21,8,29.25,91.94,6.15,97.29,orange,Coastal Delta,Kharif,3.3
25,10,17,21.86,89.87,7.39,129.61,orange,Southern Hills,Kharif,4.7
24,0,11,25.75,90.19,7.6,119.64,orange,Southern Hills,Kharif,3.71
28,13,6,26.77,92.98,7.23,108.82,orange,Central Plateau,Kharif,4.26
17,6,12,15.83,93.62,7.73,119.9,orange,Central Plateau,Kharif,3.73
16,5,16,17.33,94.59,7.6,108.52,orange,Northeast Plain,Whole Year,4.47
21,17,7,30.22,93.49,7.87,116.4,orange,Western Dry Zone,Kharif,3.86
15,7,14,10.45,90.13,6.87,98.96,orange,Central Plateau,Zaid,3.95
20,22,17,19.89,88.85,6.19,110.02,orange,Western Dry Zone,Zaid,4.23
34,11,12,26.87,93.36,6.8,105.88,orange,Southern Hills,Zaid,3.7
14,18,12,28.82,90.82,6.91,111.66,orange,Coastal Delta,Kharif,4.18
30,14,3,33.46,89.28,6.53,108.16,orange,Southern Hills,Kharif,4.33
18,13,7,27.69,95.95,6.89,121.59,orange,Southern Hills,Kharif,4.32
18,12,6,19.0,92.53,6.07,118.79,orange,Northeast Plain,Kharif,3.69
36,15,13,17.91,90.94,7.1,114.53,orange,Southern Hills,Whole Year,4.68
32,14,8,27.66,93.03,6.6,117.25,orange,Coastal Delta,Kharif,4.49
29,22,8,26.24,95.07,6.98,122.29,orange,Central Plateau,Whole Year,3.8
14,12,10,31.67,90.84,8.09,107.17,orange,Western Dry Zone,Zaid,4.33
23,10,8,14.15,97.13,7.64,106.98,orange,Western Dry Zone,Whole Year,3.75
17,23,1,19.56,97.28,7.13,119.37,orange,Southern Hills,Kharif,4.39
24,23,13,29.35,97.05,6.75,107.67,orange,Northeast Plain,Zaid,4.18
12,9,4,27.69,87.55,6.07,100.33,orange,Coastal Delta,Rabi,4.51
36,17,16,25.28,95.48,7.34,111.53,orange,Southern Hills,Rabi,4.87
18,9,20,25.87,91.14,7.19,103.93,orange,Coastal Delta,Zaid,3.93
32,5,12,27.91,93.41,6.47,114.62,orange,Southern Hills,Kharif,4.13
19,16,14,26.89,88.79,5.99,108.91,orange,Southern Hills,Whole Year,4.78
25,8,8,35.04,89.53,6.54,99.69,orange,Central Plateau,Rabi,3.25
26,20,10,21.82,94.71,6.29,110.03,orange,Coastal Delta,Rabi,4.53
14,18,13,34.37,93.75,7.62,100.78,orange,Western Dry Zone,Kharif,3.63
18,17,4,17.44,93.35,6.83,100.99,orange,Southern Hills,Zaid,4.03
24,9,20,25.1,93.16,6.08,124.43,orange,Central Plateau,Zaid,4.25
18,5,5,34.99,93.39,6.34,105.84,orange,Northeast Plain,Rabi,3.93
22,18,10,15.77,92.82,6.84,124.94,orange,Northeast Plain,Rabi,4.29
18,11,12,23.68,96.67,6.19,103.37,orange,Northeast Plain,Zaid,3.58
39,11,1,14.89,92.52,7.48,107.0,orange,Western Dry Zone,Whole Year,4.15
16,3,2,17.47,90.68,7.69,112.99,orange,Central Plateau,Kharif,4.58
21,24,9,13.39,90.17,6.18,105.35,orange,Coastal Delta,Rabi,3.5
31,15,1,28.3,92.34,7.08,103.85,orange,Central Plateau,Zaid,4.67
33,11,14,17.51,96.27,6.7,123.57,orange,Western Dry Zone,Kharif,3.54
13,15,5,33.72,92.37,7.01,115.6,orange,Central Plateau,Whole Year,4.38
29,19,17,13.26,93.37,7.25,119.58,orange,Central Plateau,Whole Year,4.55
20,13,12,30.31,91.89,7.19,106.73,orange,Central Plateau,Zaid,3.33
22,14,11,25.31,89.44,7.76,121.12,orange,Central Plateau,Zaid,4.54
15,16,18,31.17,96.13,6.69,118.06,orange,Central Plateau,Zaid,3.38
19,11,11,33.93,90.6,6.94,110.1,orange,Western Dry Zone,Whole Year,4.09
17,19,16,17.8,93.11,7.95,112.22,orange,Southern Hills,Zaid,3.79
15,12,13,13.81,92.42,7.61,106.42,orange,Northeast Plain,Kharif,3.58
22,6,14,33.83,93.11,6.1,129.56,orange,Southern Hills,Kharif,3.89
37,18,5,22.28,90.04,6.58,110.03,orange,Central Plateau,Kharif,4.29
21,18,8,11.69,90.32,8.03,109.66,orange,Coastal Delta,Zaid,3.44
23,14,14,31.24,93.88,6.82,112.13,orange,Western Dry Zone,Kharif,3.46
25,18,2,19.25,94.71,6.31,120.69,orange,Coastal Delta,Rabi,4.56
31,9,6,16.59,94.59,7.51,118.61,orange,Coastal Delta,Zaid,3.88
16,7,13,33.43,93.43,7.21,115.15,orange,Southern Hills,Kharif,4.31
36,16,18,28.7,95.41,7.19,112.19,orange,Central Plateau,Whole Year,3.74
21,10,7,16.55,94.83,6.62,125.6,orange,Southern Hills,Whole Year,3.36
27,11,5,22.87,93.18,7.75,104.64,orange,Western Dry Zone,Rabi,4.28
17,16,9,25.15,95.63,7.55,104.94,orange,Central Plateau,Whole Year,3.73
30,4,6,29.71,94.78,7.56,104.86,orange,Western Dry Zone,Rabi,4.22
18,13,13,22.56,94.93,6.29,115.4,orange,Western Dry Zone,Rabi,3.98
18,5,8,18.6,89.93,6.48,122.19,orange,Western Dry Zone,Kharif,3.93
26,3,13,32.35,93.54,6.71,110.87,orange,Coastal Delta,Whole Year,3.74
21,8,9,19.36,91.95,6.91,105.04,orange,Western Dry Zone,Kharif,4.07
31,13,0,13.84,92.6,8.09,117.11,orange,Coastal Delta,Rabi,4.04
23,8,8,17.01,97.54,6.48,106.86,orange,Coastal Delta,Rabi,4.07
16,8,12,13.16,89.45,7.56,107.17,orange,Southern Hills,Whole Year,3.49
27,21,10,17.01,92.28,7.39,106.83,orange,Coastal Delta,Whole Year,3.96
26,5,11,10.89,93.74,6.07,121.26,orange,Coastal Delta,Kharif,3.81
23,12,17,24.41,91.22,6.72,117.99,orange,Coastal Delta,Zaid,4.31
21,16,14,33.8,93.94,6.72,119.01,orange,Southern Hills,Rabi,3.79
36,14,17,12.1,92.12,6.74,111.42,orange,Western Dry Zone,Zaid,4.3
31,17,8,17.9,95.51,6.72,118.81,orange,Northeast Plain,Whole Year,4.2
33,22,15,24.83,89.9,6.83,121.36,orange,Coastal Delta,Whole Year,3.78
22,15,4,10.38,90.33,7.34,112.25,orange,Northeast Plain,Kharif,3.85
23,7,10,15.86,93.84,7.89,97.77,orange,Western Dry Zone,Rabi,3.32
26,19,16,34.0,89.41,6.04,112.99,orange,Coastal Delta,Kharif,4.26
33,10,9,25.88,96.87,6.79,105.87,orange,Southern Hills,Whole Year,4.21
28,20,11,29.13,92.57,6.3,118.47,orange,Northeast Plain,Kharif,4.01
15,14,12,18.8,95.08,6.97,118.0,orange,Southern Hills,Whole Year,4.37
26,11,3,9.59,92.12,7.18,116.29,orange,Central Plateau,Whole Year,4.17
25,11,14,27.75,90.6,6.35,106.76,orange,Central Plateau,Rabi,3.41
21,3,1,25.52,92.63,7.17,122.57,orange,Central Plateau,Zaid,4.12
12,1,18,15.62,92.47,7.99,110.48,orange,Southern Hills,Zaid,3.6
42,55,44,30.6,96.2,7.07,183.18,papaya,Western Dry Zone,Whole Year,4.53
33,52,45,26.16,96.6,6.7,182.11,papaya,Southern Hills,Zaid,5.68
41,47,58,30.22,89.53,7.01,247.18,papaya,Central Plateau,Rabi,5.03
41,61,56,34.65,89.32,6.75,203.76,papaya,Northeast Plain,Whole Year,5.78
47,56,54,29.43,90.39,6.51,168.32,papaya,Coastal Delta,Rabi,5.6
57,43,54,31.29,90.33,6.42,218.05,papaya,Central Plateau,Zaid,5.48
41,55,44,38.92,93.73,6.82,205.43,papaya,Southern Hills,Zaid,5.49
33,49,60,30.2,90.69,6.85,187.35,papaya,Northeast Plain,Zaid,5.43
57,51,46,28.78,97.26,6.79,241.33,papaya,Southern Hills,Rabi,5.09
42,42,55,30.72,94.84,6.73,247.11,papaya,Coastal Delta,Rabi,5.51
43,52,49,35.9,87.58,6.76,227.9,papaya,Coastal Delta,Whole Year,5.36
41,57,53,26.46,93.14,6.79,165.84,papaya,Western Dry Zone,Zaid,5.1
55,58,51,37.86,94.1,6.59,253.02,papaya,Coastal Delta,Rabi,5.01
45,60,40,31.6,90.13,6.75,203.82,papaya,Central Plateau,Whole Year,5.83
59,58,49,28.76,88.22,7.07,223.27,papaya,Western Dry Zone,Whole Year,5.23
48,51,56,31.09,88.05,6.71,209.06,papaya,Central Plateau,Zaid,5.38
56,60,50,27.28,96.96,6.45,230.45,papaya,Southern Hills,Rabi,5.4
34,44,46,37.84,91.76,6.4,193.52,papaya,Western Dry Zone,Kharif,5.23
50,57,45,27.37,96.88,6.6,157.46,papaya,Central Plateau,Whole Year,4.82
44,58,45,38.83,93.0,6.54,237.42,papaya,Western Dry Zone,Rabi,4.6
43,62,47,29.52,95.4,7.09,169.35,papaya,Coastal Delta,Rabi,5.35
32,64,43,39.3,93.13,6.94,219.64,papaya,Coastal Delta,Rabi,4.35
47,53,52,39.75,94.28,6.67,147.26,papaya,Coastal Delta,Rabi,4.33
41,51,52,23.97,89.03,6.89,183.65,papaya,Coastal Delta,Zaid,4.89
36,54,47,37.7,89.27,7.04,221.08,papaya,Western Dry Zone,Kharif,5.16
51,63,53,25.38,90.41,6.99,245.52,papaya,Northeast Plain,Whole Year,4.49
52,54,50,31.21,90.69,6.82,222.78,papaya,Southern Hills,Kharif,5.67
43,57,51,38.26,92.83,6.65,135.73,papaya,Southern Hills,Kharif,4.34
49,59,55,26.01,91.54,6.85,256.41,papaya,Coastal Delta,Whole Year,5.42
44,47,54,31.38,97.0,7.03,157.69,papaya,Northeast Plain,Kharif,5.09
35,54,55,37.44,92.42,6.76,187.81,papaya,Central Plateau,Zaid,4.95
55,50,51,27.69,94.06,6.39,177.49,papaya,Northeast Plain,Rabi,5.71
39,58,48,38.73,91.27,6.92,201.17,papaya,Coastal Delta,Whole Year,4.81
45,61,53,25.53,95.85,6.4,183.97,papaya,Southern Hills,Zaid,4.61
55,52,45,24.69,88.18,6.57,210.64,papaya,Western Dry Zone,Rabi,5.67
46,47,53,39.43,95.49,6.93,147.91,papaya,Coastal Delta,Kharif,5.12
48,49,51,27.48,97.17,6.6,145.04,papaya,Central Plateau,Kharif,5.38
42,56,56,40.51,92.12,6.66,232.89,papaya,Coastal Delta,Kharif,4.43
40,58,56,30.39,91.46,6.53,256.09,papaya,Coastal Delta,Whole Year,5.06
40,53,57,33.42,89.97,7.05,171.63,papaya,Northeast Plain,Zaid,5.53
38,55,58,34.31,89.32,7.24,162.97,papaya,Southern Hills,Rabi,5.58
33,53,54,22.78,94.36,7.04,137.87,papaya,Southern Hills,Kharif,4.4
48,43,55,31.38,95.96,6.81,148.21,papaya,Northeast Plain,Whole Year,5.48
42,63,52,31.4,94.1,6.69,206.61,papaya,Southern Hills,Rabi,5.87
45,64,46,27.57,90.84,7.04,241.49,papaya,Coastal Delta,Rabi,5.47
36,45,47,27.94,94.02,6.55,223.61,papaya,Central Plateau,Whole Year,5.14
42,50,48,33.67,96.0,6.81,229.43,papaya,Northeast Plain,Rabi,4.4
46,59,49,33.84,89.38,6.64,162.99,papaya,Coastal Delta,Whole Year,5.81
32,54,47,26.37,93.8,7.05,240.23,papaya,Central Plateau,Whole Year,5.09
41,55,49,29.52,93.98,6.66,231.6,papaya,Central Plateau,Kharif,5.01
46,43,56,35.44,89.2,7.03,212.92,papaya,Central Plateau,Whole Year,4.46
49,58,50,25.46,90.09,6.45,157.32,papaya,Coastal Delta,Rabi,4.58
53,50,49,39.01,91.48,6.53,170.05,papaya,Northeast Plain,Rabi,5.65
58,57,56,38.75,89.6,6.72,160.62,papaya,Southern Hills,Zaid,5.38
35,47,49,33.75,89.16,6.65,193.8,papaya,Western Dry Zone,Rabi,5.34
50,49,49,30.97,89.39,6.7,174.74,papaya,Northeast Plain,Whole Year,5.22
40,50,49,39.66,88.47,6.84,244.74,papaya,Coastal Delta,Kharif,5.16
33,57,55,35.14,90.99,6.37,174.59,papaya,Western Dry Zone,Rabi,4.72
52,51,44,33.0,92.97,6.69,222.81,papaya,Coastal Delta,Whole Year,4.65
48,59,43,27.27,89.42,6.86,178.68,papaya,Southern Hills,Zaid,4.74
48,59,53,25.34,95.42,7.06,195.64,papaya,Southern Hills,Zaid,5.61
51,51,51,29.49,90.05,6.38,184.33,papaya,Central Plateau,Rabi,4.89
45,52,48,26.57,91.63,6.93,209.46,papaya,Southern Hills,Kharif,5.23
42,59,53,37.73,94.53,6.79,138.77,papaya,Coastal Delta,Whole Year,5.39
46,47,55,23.72,96.7,6.88,187.39,papaya,Western Dry Zone,Whole Year,4.64
48,53,52,31.92,95.08,6.39,141.89,papaya,Western Dry Zone,Kharif,5.75
37,47,53,23.85,94.29,6.51,190.18,papaya,Central Plateau,Kharif,4.48
38,52,55,38.01,92.8,6.93,183.74,papaya,Northeast Plain,Zaid,4.95
37,42,41,36.08,96.23,6.81,236.98,papaya,Western Dry Zone,Whole Year,4.97
37,50,57,34.93,92.41,6.49,181.13,papaya,Central Plateau,Whole Year,5.14
48,52,53,38.57,91.28,6.49,175.8,papaya,Southern Hills,Zaid,5.4
50,45,42,30.82,90.04,6.72,154.93,papaya,Coastal Delta,Whole Year,4.52
49,54,43,33.81,95.41,6.72,212.91,papaya,Central Plateau,Rabi,5.55
52,57,50,35.13,95.03,6.73,138.21,papaya,Central Plateau,Zaid,5.38
50,46,49,25.48,91.89,6.63,242.47,papaya,Northeast Plain,Whole Year,4.81
41,58,45,39.99,92.57,6.63,176.15,papaya,Coastal Delta,Whole Year,5.34
51,51,56,27.09,91.99,6.64,221.83,papaya,Southern Hills,Zaid,4.87
42,57,49,23.88,95.47,6.78,215.31,papaya,Central Plateau,Kharif,4.3
43,50,51,31.27,95.01,7.0,179.44,papaya,Northeast Plain,Zaid,4.95
44,55,49,36.72,93.57,6.71,191.24,papaya,Central Plateau,Whole Year,5.39
53,44,51,24.62,92.65,6.74,173.88,papaya,Central Plateau,Zaid,5.73
38,40,46,37.47,90.48,6.65,218.08,papaya,Western Dry Zone,Kharif,4.55
47,60,42,24.47,95.8,7.03,227.59,papaya,Western Dry Zone,Kharif,4.45
43,58,56,24.51,94.69,6.91,216.79,papaya,Northeast Plain,Rabi,5.35
40,55,47,38.07,89.98,7.13,181.07,papaya,Central Plateau,Rabi,5.7
40,51,52,24.12,88.86,6.51,157.97,papaya,Central Plateau,Zaid,5.46
39,54,49,37.64,91.27,6.66,229.24,papaya,Western Dry Zone,Rabi,4.4
39,64,53,37.62,93.49,7.11,166.86,papaya,Southern Hills,Rabi,5.59
33,43,46,28.68,93.47,6.63,168.69,papaya,Southern Hills,Kharif,5.44
39,43,41,37.84,95.91,6.84,228.21,papaya,Central Plateau,Zaid,5.36
38,43,51,32.13,92.17,6.72,200.76,papaya,Southern Hills,Rabi,4.51
44,64,43,39.73,95.65,6.38,179.73,papaya,Western Dry Zone,Whole Year,4.97
44,61,54,33.67,89.66,6.65,219.49,papaya,Coastal Delta,Kharif,4.9
50,54,50,25.43,95.23,6.91,141.59,papaya,Western Dry Zone,Whole Year,4.27
37,47,48,34.13,88.83,7.05,250.8,papaya,Central Plateau,Kharif,4.39
39,52,43,25.75,88.89,6.61,175.7,papaya,Northeast Plain,Rabi,4.47
49,48,48,33.36,92.2,6.49,181.89,papaya,Northeast Plain,Zaid,4.79
40,52,43,31.94,90.92,7.09,252.46,papaya,Western Dry Zone,Rabi,5.16
41,50,52,23.19,94.22,7.17,238.73,papaya,Central Plateau,Whole Year,5.43
40,53,51,38.02,94.66,7.18,173.3,papaya,Coastal Delta,Zaid,4.57
23,1,33,27.02,90.75,5.99,169.63,coconut,Coastal Delta,Kharif,6.16
20,16,26,25.52,96.43,6.36,180.91,coconut,Coastal Delta,Kharif,6.92
25,11,24,26.19,94.76,6.29,163.88,coconut,Coastal Delta,Zaid,5.11
27,13,30,28.87,89.62,5.57,202.89,coconut,Western Dry Zone,Zaid,5.37
25,17,33,25.63,90.35,5.88,169.46,coconut,Western Dry Zone,Zaid,6.82
19,8,28,28.07,95.27,6.61,183.12,coconut,Southern Hills,Zaid,6.65
28,2,35,25.88,93.29,6.29,222.9,coconut,Western Dry Zone,Rabi,6.43
30,13,34,28.52,98.73,5.82,212.41,coconut,Western Dry Zone,Rabi,5.4
28,21,35,25.9,95.84,5.82,174.3,coconut,Western Dry Zone,Whole Year,6.38
8,10,20,27.81,94.84,6.47,143.93,coconut,Coastal Delta,Rabi,6.34
26,8,32,28.34,98.46,6.51,137.67,coconut,Western Dry Zone,Zaid,6.61
19,19,26,26.38,93.49,5.7,193.47,coconut,Northeast Plain,Zaid,6.09
26,18,21,27.31,98.81,5.68,154.33,coconut,Northeast Plain,Rabi,5.44
24,13,30,28.17,93.02,6.01,163.53,coconut,Southern Hills,Rabi,6.2
31,16,31,25.5,95.11,6.68,233.41,coconut,Coastal Delta,Rabi,4.84
18,19,20,27.06,100.0,6.58,169.13,coconut,Coastal Delta,Zaid,5.87
9,24,29,26.3,97.46,6.21,179.28,coconut,Coastal Delta,Zaid,5.06
26,11,27,26.96,96.31,5.79,152.85,coconut,Southern Hills,Kharif,5.61
29,9,33,26.43,92.71,6.5,165.17,coconut,Western Dry Zone,Kharif,5.09
20,5,32,29.37,98.05,6.35,177.37,coconut,Southern Hills,Kharif,5.02
22,21,33,27.8,92.65,5.6,214.04,coconut,Coastal Delta,Zaid,6.76
6,5,35,26.75,94.74,5.47,201.84,coconut,Central Plateau,Kharif,5.33
27,10,35,28.44,98.82,5.63,173.26,coconut,Central Plateau,Rabi,5.37
22,14,39,25.82,99.98,5.52,178.94,coconut,Central Plateau,Kharif,5.5
24,18,28,27.51,94.97,5.77,211.71,coconut,Northeast Plain,Zaid,5.34
10,14,30,27.29,97.27,6.22,215.28,coconut,Southern Hills,Whole Year,5.97
9,10,28,28.7,95.65,6.05,156.77,coconut,Coastal Delta,Zaid,5.07
32,7,29,25.82,95.75,6.11,160.94,coconut,Northeast Plain,Whole Year,6.6
17,18,36,24.64,97.99,5.72,197.66,coconut,Central Plateau,Kharif,6.08
27,17,35,26.13,97.04,6.07,147.97,coconut,Central Plateau,Zaid,6.37
34,3,36,27.56,92.62,5.6,188.73,coconut,Southern Hills,Kharif,5.91
28,6,36,27.88,94.51,6.24,156.89,coconut,Coastal Delta,Zaid,6.62
22,10,32,24.9,93.71,6.07,168.78,coconut,Coastal Delta,Zaid,4.94
27,14,28,28.68,94.16,6.51,156.87,coconut,Western Dry Zone,Zaid,6.53
14,15,39,26.34,94.65,5.74,166.06,coconut,Southern Hills,Whole Year,6.09
26,17,27,27.26,93.41,6.2,159.76,coconut,Northeast Plain,Rabi,6.73
32,0,31,27.69,95.98,5.89,191.72,coconut,Coastal Delta,Kharif,5.19
14,14,35,28.77,91.89,5.76,213.28,coconut,Central Plateau,Rabi,6.61
30,12,38,28.56,99.42,6.04,212.64,coconut,Western Dry Zone,Kharif,5.95
11,11,29,26.7,95.1,6.55,210.53,coconut,Southern Hills,Whole Year,6.44
22,11,27,26.28,97.7,6.08,152.45,coconut,Northeast Plain,Rabi,5.95
14,17,33,26.82,91.16,6.1,203.93,coconut,Central Plateau,Zaid,5.28
17,9,35,25.55,89.89,5.93,208.43,coconut,Western Dry Zone,Whole Year,5.28
19,9,31,25.57,94.74,5.99,221.49,coconut,Northeast Plain,Kharif,5.41
28,13,27,26.93,94.81,6.02,154.42,coconut,Northeast Plain,Rabi,6.59
23,9,33,28.13,92.64,6.19,157.04,coconut,Central Plateau,Whole Year,6.54
24,8,40,26.01,95.33,5.89,151.8,coconut,Northeast Plain,Zaid,5.91
32,7,32,26.15,92.22,6.61,150.87,coconut,Southern Hills,Kharif,5.86
25,14,33,26.24,89.35,5.81,171.0,coconut,Central Plateau,Rabi,5.61
17,10,33,26.87,89.8,5.9,195.88,coconut,Central Plateau,Zaid,4.96
12,16,23,27.67,96.85,6.08,154.45,coconut,Western Dry Zone,Kharif,5.46
22,21,29,27.95,97.45,6.28,182.81,coconut,Southern Hills,Zaid,6.6
29,7,29,27.02,96.32,5.91,183.14,coconut,Southern Hills,Rabi,6.32
26,4,31,27.64,94.68,6.48,223.61,coconut,Central Plateau,Whole Year,6.41
20,4,28,27.93,93.93,6.5,147.86,coconut,Southern Hills,Kharif,5.05
27,11,36,28.02,97.46,5.76,201.92,coconut,Northeast Plain,Whole Year,5.52
14,4,35,28.11,99.4,6.06,212.36,coconut,Western Dry Zone,Whole Year,5.66
17,4,38,29.47,100.0,5.68,185.6,coconut,Northeast Plain,Rabi,5.88
15,18,31,26.98,93.13,6.03,218.25,coconut,Southern Hills,Kharif,6.18
15,11,24,27.07,96.0,6.36,153.53,coconut,Coastal Delta,Zaid,6.55
32,18,32,28.83,91.86,6.39,221.63,coconut,Northeast Plain,Zaid,6.21
29,14,33,27.15,94.03,6.27,178.52,coconut,Northeast Plain,Whole Year,5.09
24,9,28,28.14,88.85,5.8,221.19,coconut,Coastal Delta,Whole Year,6.45
29,8,34,25.59,94.46,5.74,198.64,coconut,Western Dry Zone,Rabi,5.98
14,18,28,25.67,93.26,5.88,227.64,coconut,Western Dry Zone,Whole Year,6.34
26,9,32,27.21,95.18,6.21,155.36,coconut,Western Dry Zone,Rabi,5.81
6,20,29,28.4,94.78,5.98,183.51,coconut,Coastal Delta,Whole Year,6.31
19,15,31,28.0,94.56,5.99,160.71,coconut,Western Dry Zone,Whole Year,5.62
17,19,34,24.59,94.15,5.33,189.11,coconut,Southern Hills,Rabi,5.39
20,11,26,27.92,96.85,6.27,154.13,coconut,Northeast Plain,Zaid,6.8
30,16,25,26.75,93.79,5.49,199.04,coconut,Central Plateau,Whole Year,6.37
11,10,26,27.82,95.88,5.78,177.47,coconut,Central Plateau,Zaid,6.71
20,14,31,27.39,94.03,5.81,189.0,coconut,Coastal Delta,Rabi,6.31
27,20,29,25.29,91.59,6.02,165.4,coconut,Western Dry Zone,Whole Year,5.71
18,10,30,28.43,91.02,5.63,162.25,coconut,Southern Hills,Zaid,5.23
16,21,31,26.32,89.1,5.94,142.26,coconut,Northeast Plain,Whole Year,6.34
13,7,35,24.95,97.34,6.4,143.56,coconut,Southern Hills,Rabi,4.92
14,6,27,29.3,96.18,6.51,190.84,coconut,Western Dry Zone,Whole Year,5.01
18,11,24,29.29,100.0,5.81,131.08,coconut,Southern Hills,Kharif,5.9
18,13,34,25.47,94.9,6.21,175.2,coconut,Central Plateau,Zaid,5.63
13,15,27,26.56,91.87,6.45,166.26,coconut,Northeast Plain,Kharif,5.98
29,12,29,27.03,93.47,5.39,207.47,coconut,Coastal Delta,Rabi,5.58
30,15,31,25.53,89.55,6.43,200.95,coconut,Southern Hills,Rabi,6.18
22,4,33,25.67,95.51,6.21,222.69,coconut,Central Plateau,Kharif,5.11
22,19,33,29.23,93.15,6.05,163.8,coconut,Coastal Delta,Kharif,5.29
23,17,31,27.77,90.82,6.09,181.1,coconut,Central Plateau,Zaid,6.04
24,12,35,25.88,98.59,6.03,151.94,coconut,Southern Hills,Zaid,6.67
8,19,30,25.76,94.36,6.17,201.74,coconut,Southern Hills,Whole Year,5.04
32,11,26,26.28,100.0,6.62,201.28,coconut,Northeast Plain,Zaid,6.47
13,11,33,28.04,99.78,5.76,160.57,coconut,Western Dry Zone,Zaid,6.27
22,12,26,25.85,99.12,6.54,143.59,coconut,Southern Hills,Rabi,6.1
22,6,32,26.35,96.12,6.13,216.83,coconut,Coastal Delta,Whole Year,5.73
16,12,36,25.09,96.82,6.49,188.85,coconut,Western Dry Zone,Kharif,5.52
29,5,35,26.2,96.74,5.69,168.76,coconut,Coastal Delta,Kharif,5.81
24,9,32,26.27,95.93,6.46,159.84,coconut,Coastal Delta,Kharif,6.84
28,7,36,27.92,91.8,6.26,206.27,coconut,Southern Hills,Zaid,6.73
11,16,34,25.33,95.37,6.23,150.23,coconut,Central Plateau,Kharif,5.58
18,15,34,27.85,92.63,5.52,213.67,coconut,Southern Hills,Zaid,6.4
20,10,24,26.26,98.28,6.22,160.67,coconut,Central Plateau,Kharif,5.94
24,4,32,26.12,91.0,6.0,199.37,coconut,Central Plateau,Zaid,6.79
113,42,26,23.21,79.36,7.53,77.49,cotton,Southern Hills,Rabi,2.16
107,47,20,24.26,74.42,6.71,78.09,cotton,Coastal Delta,Rabi,2.27
122,40,19,22.99,74.69,6.95,67.42,cotton,Western Dry Zone,Kharif,2.52
114,52,27,22.04,80.78,6.58,65.1,cotton,Southern Hills,Whole Year,2.69
114,35,19,23.21,79.81,5.71,72.14,cotton,Central Plateau,Rabi,2.69
111,51,22,24.39,74.13,6.07,77.07,cotton,Western Dry Zone,Zaid,3.14
115,36,20,22.62,80.47,7.83,85.81,cotton,Central Plateau,Kharif,2.92
111,42,22,22.96,77.93,7.21,81.0,cotton,Southern Hills,Whole Year,2.66
118,35,17,22.89,74.93,6.11,71.36,cotton,Western Dry Zone,Kharif,2.18
106,39,11,23.93,78.18,6.92,68.79,cotton,Western Dry Zone,Rabi,2.22
125,39,18,23.73,79.44,6.4,85.65,cotton,Southern Hills,Rabi,3.09
121,37,16,24.61,76.42,7.66,74.3,cotton,Coastal Delta,Zaid,2.55
112,50,23,22.27,76.17,6.89,79.77,cotton,Southern Hills,Rabi,2.11
101,46,20,24.22,77.08,6.17,62.65,cotton,Southern Hills,Kharif,2.41
100,33,20,23.35,79.81,7.85,70.05,cotton,Northeast Plain,Zaid,2.43
118,41,27,21.99,75.7,6.18,63.43,cotton,Southern Hills,Zaid,2.3
123,47,11,22.75,74.06,7.04,58.78,cotton,Coastal Delta,Rabi,2.36
